platform,post_id,post_type,post_content,post_timestamp,likes,comments,shares,impressions,reach,engagement_rate,audience_age,audience_gender,audience_location,audience_interests,campaign_id,sentiment,influencer_id
Twitter,dc12fd49-9028-45ed-b1f8-48e7b32e8aaa,Link,Exist reflect magazine serious do establish.,06/25/2023 06:17:34,650,360,37,1710,751,139.41,40,Male,Syrian Arab Republic,player,,,92791b66-7d52-4b38-9b62-0d2848e0c08c
Facebook,38c9e082-fbd6-443e-9a41-735c90d4214b,Video,Trial keep draw standard for.,07/23/2021 05:38:29,28,495,62,3032,4041,14.48,23,Female,Albania,get,,,
Twitter,d5514474-6724-4999-bae6-0ae3d981d12c,Image,Ability open prevent determine us.,09/14/2022 17:06:03,254,95,8,4707,1968,18.14,57,Male,Seychelles,anything,,Positive,
LinkedIn,b3af336d-4cc5-4dba-839a-7ac2b0420cc6,Image,Daughter rest performance cup.,02/04/2023 12:25:42,87,38,84,7743,4389,4.76,36,Female,Suriname,fly,,,
Instagram,cfec977f-b9c4-435b-a8ca-c7e56a21767f,Link,Total build west local conference character.,03/22/2022 03:15:51,21,51,179,3957,1260,19.92,42,Other,Germany,report,,,
Facebook,408346da-8104-48f9-8df4-c4426cdaa20a,Link,Rise maybe budget street cultural must control.,02/23/2022 08:25:22,31,31,162,4251,4356,5.14,59,Female,Cuba,indeed,,Positive,
Instagram,6ecdcc28-0701-4183-aab5-35988a71cc4f,Image,Late compare by.,05/12/2021 22:55:51,235,167,138,1365,4095,13.19,44,Male,Georgia,without,,Neutral,
Twitter,12eb9f93-8006-4feb-9fa4-143eeba36537,Link,Land table leader employee.,11/02/2021 04:06:42,798,440,167,8816,2330,60.3,63,Male,South Georgia and the South Sandwich Islands,environment,,,
Twitter,9f0ab432-ce9c-47cb-9eac-d499f19a0698,Video,Event anything simple subject first keep.,11/21/2021 05:58:02,205,115,182,2550,4760,10.55,36,Other,Kazakhstan,worry,df92095d-9d24-4465-911e-ead8772eb874,,
Facebook,11a179a4-3c76-47ee-9b55-92c27c711fd6,Link,Myself rock college far right inside.,04/21/2021 16:09:29,600,373,42,8717,4440,22.86,61,Other,Turkmenistan,world,14bf3169-380d-4017-b942-27ddcd9d85d1,Neutral,
Facebook,e0ac3cd8-7ace-4b5f-9881-490364930938,Image,Power carry create design far after.,01/16/2023 00:14:06,230,237,114,7117,2705,21.48,59,Female,Taiwan,whose,,Negative,
LinkedIn,5a2034b1-a435-4f8c-8859-282e60a874bf,Video,Body show new what argue.,07/16/2021 15:08:10,948,172,48,7141,1491,78.34,49,Other,French Polynesia,unit,,Neutral,
Instagram,07835823-52df-4512-bbbc-f96282614082,Video,Stuff even think white time.,08/18/2023 20:32:26,92,125,164,3036,836,45.57,32,Female,Nauru,yeah,,Negative,
Facebook,7cff7758-04b2-4b3d-af1f-b0ad231a6f1b,Video,The alone girl allow allow.,02/09/2022 18:16:52,377,425,191,5475,2885,34.42,53,Male,Botswana,before,,,
Facebook,2544ee4e-d04a-4408-92b1-8ecea6c1c1d7,Video,Leg enough us instead minute however case.,01/09/2022 23:11:54,989,448,50,4935,4082,36.43,52,Male,Zimbabwe,sister,,Negative,
Instagram,bb259b6a-ad38-4530-bdf2-ad811b5f152e,Link,Fund report large green do blood.,09/30/2022 00:05:29,215,181,63,5857,3385,13.56,59,Male,Latvia,tend,,Negative,
Instagram,e09f442a-d277-4c3e-8915-5c61ec84052b,Link,Federal sign data individual.,03/09/2022 07:29:29,428,363,131,7086,2142,43.04,62,Other,Pakistan,of,,Neutral,
Facebook,57eac3a1-f055-46f2-999b-275e60f3d402,Link,Yet buy although follow.,12/08/2023 03:59:07,143,388,56,3408,3820,15.37,62,Female,Solomon Islands,property,9452499d-d8dc-4607-854a-e04f0c577c18,,
Instagram,434e7bc1-35de-4b9b-b1c3-f67b504863ce,Video,Run key policy either surface receive government enough.,11/17/2023 19:24:23,894,171,154,3440,4825,25.26,43,Other,Cyprus,shoulder,,Negative,
Facebook,42df0485-7ec9-4c16-b8e9-f2a87ed870da,Video,Little owner into own.,05/07/2022 05:03:41,490,331,93,9310,4047,22.58,58,Other,New Caledonia,let,,,
Twitter,9cb1e582-0d2e-4074-8e32-95bafbec2e00,Image,Your down wind me.,01/04/2023 03:13:41,856,114,127,7814,4176,26.27,62,Female,Mali,big,,,
Facebook,b8fcfdd2-7beb-48d8-862e-f816c0c522c0,Link,Describe letter board final citizen million develop travel.,05/04/2022 10:45:36,747,28,76,2953,1683,50.56,49,Other,Saint Vincent and the Grenadines,sense,6beeb7a2-1bd5-4a9b-8295-d7887149eb42,Positive,
Instagram,733343a4-be81-4dae-8ee5-e4363f097bb8,Image,Increase break interview fear thus rock goal.,03/17/2023 10:59:21,211,396,29,8661,3327,19.12,47,Male,Hungary,left,18016760-05d8-46f7-97c0-e03a2d11abb8,,
LinkedIn,eb724875-fea6-48c6-bd77-6fd923234b40,Video,Keep however find few memory.,11/25/2022 21:33:10,777,427,198,1683,4041,34.69,31,Male,Costa Rica,law,,Neutral,
Instagram,e8e133c6-cd8a-45e3-97d2-bd17f0de420f,Link,Note provide different their idea until father.,11/27/2023 06:25:18,655,467,121,6677,3780,32.88,24,Female,Mauritius,Democrat,,,
Twitter,9456c066-dc89-46e0-a5a5-3eaa028d7e05,Image,Score direction drug ready.,11/30/2023 21:47:07,586,278,139,1492,2266,44.26,45,Male,Slovenia,record,,,
Facebook,537d4f9b-fa98-422e-934b-0fd9fa4a735b,Image,Read moment enjoy.,10/25/2021 17:41:21,485,313,107,7639,2243,40.35,47,Male,Serbia,benefit,,Neutral,
Twitter,20c5f0fb-d539-4101-b9b7-163dfafdd657,Image,All old generation make brother successful performance.,02/15/2023 22:24:55,68,423,197,8551,3249,21.18,37,Male,Senegal,president,,,65983ad3-8c03-4a46-95cf-6f81b5db3017
Instagram,47ef55e8-db00-408d-927d-faf7fadf7414,Video,Yourself campaign full often at collection where.,11/09/2021 08:14:40,418,276,65,2991,2076,36.56,65,Other,Svalbard & Jan Mayen Islands,attention,,,d2332ec0-b5a0-4888-8356-c74f2d017b1d
LinkedIn,92f9f729-408c-46b3-bc0e-28cb8c077779,Link,Political sure later experience.,07/02/2022 16:57:13,940,178,85,9592,4264,28.21,42,Female,Niue,close,,,
Twitter,4f24e7d2-0081-4560-b6aa-0f2d0d9157c5,Image,Popular explain individual.,10/14/2021 10:38:30,219,127,151,9492,3824,13.0,18,Other,Ukraine,house,,,8bc3d940-223e-4f0f-83b9-763c46668d12
LinkedIn,d830adfb-429d-4eb4-ab88-245b11480e63,Link,Free game goal pattern great.,08/19/2021 03:34:11,112,303,35,8781,3143,14.32,55,Other,Botswana,everybody,2b95d81e-082f-4bd1-95ba-3eda206c77b1,,
Instagram,b932372e-02ca-43a8-bcf5-a4d6665c3fe1,Video,Strong compare fear.,05/27/2021 08:25:50,438,260,71,4743,4230,18.18,37,Other,Sudan,stage,48bc17a3-7fc2-4d2a-9c2b-c413a8310439,Negative,
Facebook,3f308809-7527-43bf-9263-9a51fff1b03e,Image,With group wife name share able executive.,05/27/2021 23:03:39,821,191,70,3616,2194,49.32,50,Other,Trinidad and Tobago,ago,81151a89-6bf5-4bae-9acd-db0176498bd2,,
Facebook,cbe61817-c9c1-415e-99d9-a8b953fa7189,Image,Interesting statement support.,06/30/2023 15:04:03,790,161,169,2564,4958,22.59,39,Male,Montenegro,film,,Positive,42299c35-64d7-429d-8091-e31082e8ed30
LinkedIn,4ca3ee75-07d2-436e-95df-8dfa172308d4,Link,Who more fund.,04/22/2023 22:48:18,500,381,122,7736,4376,22.92,36,Male,Grenada,art,5c472a38-2457-4bf5-91e2-9b086a7ddd73,,
LinkedIn,205104c4-305f-47cb-becc-d91ee30c47ae,Video,Big onto either later all guy.,08/22/2021 22:50:48,446,27,130,9596,1429,42.2,28,Female,Mayotte,avoid,,Negative,78a04bee-7186-4000-a970-025f8772e636
Twitter,81e23ba8-e6e5-4550-8576-4e2dabe42e5c,Video,Movie note loss property.,07/28/2021 12:08:34,726,41,140,2442,4476,20.26,53,Female,Czech Republic,wonder,,,
Facebook,3a6df919-227c-41aa-a902-4930b0d1ce70,Video,Six teach strong goal half something major young.,10/29/2021 13:55:27,979,236,78,5765,2980,43.39,22,Male,Falkland Islands (Malvinas),notice,,Negative,08182a57-ce76-4346-930a-db82af3e691c
Twitter,7bfcd3ca-40dd-4a48-ba9a-93db6a0fb986,Image,Them another network stage PM.,07/24/2023 03:12:55,847,213,74,1799,4281,26.49,46,Female,Solomon Islands,whether,2db0493f-268a-4d7c-b248-6cc7c0445dd8,,
Twitter,7f6e9337-3d74-4737-864d-9c8bf9f922df,Image,We task almost since day.,03/02/2022 04:12:20,680,86,146,7694,1539,59.26,40,Female,Jordan,already,,Negative,
Twitter,f3c74615-be9b-4f6d-a2bf-0208f1c7e96a,Video,Serve boy water rich break.,12/08/2022 14:40:12,439,413,21,5326,3850,22.68,34,Female,Portugal,because,,,95043f2e-e05f-477f-9b08-b1405c090a57
Instagram,5fa4bd37-a250-4387-88c8-0cfed6590356,Link,Along very protect whom decision increase ever.,02/23/2024 12:29:54,13,42,153,8573,1718,12.11,18,Other,United States Virgin Islands,entire,,Negative,
Facebook,662078f0-16b4-428a-bd40-7c9ebcb0df00,Link,Weight score born market brother plan blue allow.,04/18/2023 07:16:41,477,255,153,9901,2175,40.69,25,Other,Costa Rica,among,,Negative,
LinkedIn,2b45d2b1-5f37-4b10-bfc1-c30a2cd9aebc,Video,Help system realize notice form risk.,05/09/2023 11:53:55,134,125,197,1018,675,67.56,54,Female,Slovakia (Slovak Republic),election,93e48ef7-a296-4e9d-b694-ec7ad42a4b4f,,
Twitter,b5b6f15b-b91c-4691-89f8-b2befce0bd9d,Link,Behind fund capital single maintain laugh gun.,10/17/2021 21:51:38,359,141,28,7182,1378,38.32,57,Female,Niue,through,,,
LinkedIn,d7f47fbc-5233-4981-b4aa-544edd3d8277,Image,Sister whatever religious dream owner father.,11/17/2023 10:34:27,498,443,17,9276,2168,44.19,54,Male,Gibraltar,indicate,,,
Facebook,b67c94ec-8ac0-40ce-836b-22aec3233d35,Image,Activity thought itself.,11/20/2021 19:40:17,334,496,3,5207,2937,28.36,47,Female,Marshall Islands,age,,Negative,
Twitter,b868b324-19df-427b-a4d5-f84db23e99dd,Video,Main will consider store visit challenge now.,05/06/2023 03:11:16,402,34,190,7173,4341,14.42,39,Other,Timor-Leste,that,ad0bb9b7-f31a-438b-ad7c-1183b9356ffd,Negative,
Twitter,72a9433c-4fc9-49b8-a85b-544b59ecdb0c,Link,Cost tree many to establish expert similar.,09/10/2022 16:35:06,861,48,75,8981,937,105.02,31,Other,Papua New Guinea,from,,Neutral,
LinkedIn,77f70e4c-d9ab-43cf-a4f2-ad8fae5e3afd,Video,This bad give member develop season.,07/30/2022 06:13:02,678,366,154,2183,742,161.46,32,Male,South Africa,best,,Neutral,adea3b42-005e-40d3-9f3e-f12e255197ed
Facebook,a9f74c04-b487-4e51-a2c0-ff5ac189f1ba,Video,Everything necessary tax painting.,09/04/2021 10:26:38,182,86,62,4146,3945,8.37,30,Other,Montserrat,series,,,
LinkedIn,1ae3376a-7b6c-4f86-a7a9-d72e2d01683a,Image,Sure agree culture it bit analysis.,10/26/2021 19:28:01,451,37,181,9691,4476,14.95,40,Male,Indonesia,fast,cd1aae25-5539-4634-9377-da88e800f87d,Negative,9e6b1eba-5571-4edc-aced-989dd09aeaf5
Twitter,6350e102-a982-4bf2-9161-000680bbc670,Image,Summer always build room style fact.,08/13/2023 05:38:48,51,296,70,2364,3309,12.6,23,Other,Bhutan,series,,,
Instagram,d6d8d409-a41a-4d1b-8ed7-57e8eeefcab8,Image,Decide significant raise.,02/13/2024 12:40:01,366,82,122,2659,4888,11.66,21,Other,Sweden,pressure,,Positive,
LinkedIn,f2506ec8-34e1-4160-9e6a-422a0b3368e6,Image,Begin theory deep control positive entire treatment.,12/23/2023 19:20:45,493,377,92,1001,2019,47.65,30,Other,Moldova,might,,,
LinkedIn,89077450-f1ff-4c1f-a121-9c5b494c353e,Image,Artist past course law develop people.,03/18/2021 03:49:16,630,185,147,2942,4782,20.12,62,Female,Qatar,about,,Negative,
Instagram,4567214b-99ce-4eba-b471-93d95fd733cf,Image,Pattern central five only night.,09/10/2022 01:18:11,494,355,193,5229,4848,21.49,52,Female,Nicaragua,cup,a86c5bcd-22a6-4333-ab93-7ca318d9c36f,,
Instagram,a151351c-d7d3-4666-adf6-859ead11dcc1,Image,Daughter with me.,02/12/2023 14:03:22,641,142,149,5964,3390,27.49,55,Male,Lesotho,effort,,Negative,
Facebook,457c386a-b814-40d0-a309-d1ee0cccab30,Video,Garden wrong national born why me word.,10/21/2023 07:00:39,818,473,75,9844,1955,69.87,55,Female,Panama,white,,Neutral,37b1b98c-f714-4c0f-8ab4-0b089164483f
Instagram,9ee41caf-47b9-420f-a84f-18f50ccfb680,Image,Large week star hold treatment hand activity.,12/25/2022 05:53:48,165,118,182,8913,2123,21.9,33,Male,Guinea,risk,,Negative,
Instagram,95cbdab5-5998-4508-88a4-8bb1f40a3ecb,Video,Trip lot million marriage away debate continue sea.,09/05/2022 15:49:28,80,387,185,8352,2016,32.34,46,Male,Faroe Islands,myself,,Neutral,
LinkedIn,d3936e3c-e23c-4579-8361-4a6a3f7ccf6f,Video,Market choice natural high represent attack.,05/08/2021 19:37:44,700,280,110,7352,2746,39.69,27,Male,Honduras,exactly,,Neutral,
Facebook,18e679ef-bc57-4708-bd56-4583abcdf798,Link,Most focus professor source region.,02/20/2023 20:48:35,915,437,74,3546,3181,44.83,64,Other,British Virgin Islands,today,,Neutral,
Twitter,9660a5ba-acb6-4592-862d-8d569660eb24,Video,Animal radio without I.,09/13/2022 16:01:30,807,417,196,2243,3809,37.28,36,Female,Lesotho,require,,,
Facebook,9525f62e-b10c-4b0f-aed1-6709ede5ba73,Video,Stay kitchen happy despite.,09/06/2021 14:17:22,816,153,140,2607,3953,28.05,61,Male,Guam,myself,,Negative,
Twitter,8d97ed52-2ec5-4d0c-aa98-3d9f6b38d8c2,Image,When second case.,03/15/2022 11:31:06,997,488,190,6307,925,181.08,18,Other,Norway,one,,,
LinkedIn,d14254b7-0e67-4801-9b6b-647a8f9009ea,Link,Lawyer treatment under enter perform chair.,10/29/2023 21:38:12,559,453,83,5385,3742,29.26,36,Other,Jersey,out,,,
Facebook,8b96eab5-a291-40ae-841f-9847ad300454,Image,Rather including stop from detail add simply.,02/26/2022 13:05:44,910,259,77,9126,595,209.41,46,Other,Portugal,music,,Neutral,e4383437-e16b-4320-9097-d54b96ce6d16
Facebook,f898a646-d716-4001-b975-38a2cd2a06e6,Link,Everyone evidence service figure off record plant.,12/04/2022 11:52:47,899,290,41,8590,2830,43.46,62,Other,Brazil,charge,,,
Twitter,1c1c7d35-61aa-4caa-9113-7dc80716edc0,Image,Drop as popular you contain those.,02/16/2022 13:03:06,145,166,88,8557,3799,10.5,56,Other,Albania,win,,Neutral,09a52e49-e02d-4ea6-af96-9f617e33521c
Instagram,33d5d40b-be57-454b-8bde-d441fdc91a75,Image,Worker start member community there edge.,09/15/2023 12:44:23,150,36,132,7684,4225,7.53,43,Other,Tuvalu,purpose,,Negative,
Instagram,facac0a7-ecb0-46eb-97b8-c012e64f5577,Video,Like method yourself team day.,10/17/2021 04:54:41,744,477,65,1882,4763,27.0,27,Male,Malawi,natural,,Positive,
LinkedIn,48f24260-4bdf-4a60-b1e3-c6ab9c514d45,Video,Ahead various happy produce.,12/22/2021 00:40:21,266,3,37,8829,4599,6.65,53,Female,Vanuatu,tax,,,
Twitter,1ed854a9-0dc2-4576-ad0b-05d80b12da16,Video,Final few analysis turn current say.,10/25/2021 04:45:57,179,191,147,9552,1239,41.73,55,Female,Benin,training,243f8a92-6128-46db-8ce9-fe3816957d72,,
Instagram,b90575bc-f238-46f8-a279-4180c161d1e5,Link,History be consumer many he individual sit.,03/24/2022 04:40:04,905,8,55,9440,3861,25.07,56,Other,Saint Kitts and Nevis,mind,,,
Instagram,7e435cc4-7602-4225-aec0-78c5022a51b7,Video,Third city country player option crime put.,04/02/2021 13:58:43,173,178,126,6581,3384,14.1,48,Male,Bahamas,physical,46f7b3eb-3cf6-4075-8883-92de58fd5f2f,Positive,
Twitter,ccdfb19e-284c-4b32-aa2c-bc96fb9dc01a,Link,Us field develop throughout manage herself million.,01/31/2022 09:12:54,847,183,109,2303,2229,51.1,27,Male,Samoa,black,,,
Instagram,29fea6e1-b579-4053-b5c3-0382000d693f,Link,Pretty lose entire choose spend goal.,07/20/2023 11:37:10,658,311,130,6576,1965,55.93,49,Other,French Polynesia,all,,,
Facebook,8f822919-3ee2-439c-8095-3fc7309ff777,Video,Guy opportunity friend.,01/06/2024 08:31:50,149,333,100,8645,2645,22.0,30,Male,Denmark,owner,713077f0-ffa5-4b57-8365-a71cd2612b21,Positive,
LinkedIn,ff75a57f-72cf-4802-a45b-2f36ec57d979,Video,Must quickly author.,08/13/2023 00:57:41,680,298,19,8979,4938,20.19,50,Male,Trinidad and Tobago,discover,,Negative,
LinkedIn,858c332d-6bc4-482b-9052-acfe4de6e2de,Video,Recent later baby.,04/21/2023 06:36:10,255,15,176,5620,1379,32.34,49,Female,Bahamas,those,1d2cd584-3d66-4521-be64-ba6aec486aa3,,
Twitter,31219117-8b38-44e9-b61d-3ae641831964,Image,Particular finish let certainly experience set foot.,11/11/2023 02:28:18,105,317,35,6348,1352,33.8,31,Female,Gambia,those,,,
Instagram,347f8307-60ff-4fe6-96e0-b97074867f00,Link,Girl six television himself stock.,12/04/2022 18:02:22,755,484,88,2654,1487,89.24,29,Female,Kuwait,region,,,
Twitter,a8ad1dd7-e3a8-4796-8d18-7bfce154b8c9,Video,Upon share relate set.,06/04/2023 23:40:52,804,212,109,1015,2749,40.92,41,Female,Vietnam,speak,,,
LinkedIn,a4d7ac40-5846-4a32-ab29-71662c2d4785,Image,Design claim front site senior quickly speak hospital.,06/06/2023 14:07:51,890,373,131,1460,3351,41.6,38,Other,Austria,claim,,Neutral,
Facebook,85c5e576-2637-4f98-977e-557280fc0b47,Video,Show such staff cost.,03/10/2022 23:21:39,926,426,132,3656,2885,51.44,65,Other,Bouvet Island (Bouvetoya),offer,,Positive,2a7a067b-0e9b-4681-899b-1c78208f3853
LinkedIn,260e346c-5c9b-41ec-8887-439fc5ffad20,Image,Huge officer miss deal international research.,09/01/2021 11:37:39,494,284,19,2123,1401,56.89,31,Female,Gambia,capital,bb3d1097-e091-4452-9e53-225f250e7af3,,
Instagram,9e3bfbae-15b7-45bf-9881-f33c4e05949f,Image,Century student expert possible control response.,09/27/2023 17:58:11,680,348,22,4054,3587,29.27,28,Other,Kuwait,lay,,,
Instagram,8e763203-482c-4655-942d-022a83abcea0,Link,Involve tend research impact.,12/10/2021 09:42:35,299,246,167,4235,833,85.47,22,Other,Lao People's Democratic Republic,look,,,
Instagram,74fc0b2b-ce96-4a44-87f8-9e6f16d3a197,Video,Across listen with American we process necessary.,09/18/2023 20:42:54,759,206,21,1333,4041,24.4,19,Female,Vietnam,someone,,Negative,9c9fcd20-b91c-4375-8f87-697c155fa731
Facebook,9e962bb9-76a5-4bd6-9547-7c4742ca406a,Link,Hundred moment dinner white truth thing effort.,07/23/2023 18:42:50,39,271,160,3613,2872,16.36,51,Female,Cayman Islands,upon,aa4be401-39e3-4208-9fa3-70c792c12fda,Neutral,
Instagram,bac38a30-01e9-4d2c-baff-847b0fd4bf8f,Video,Radio seven question support.,09/30/2022 11:07:45,899,36,117,3309,1120,93.93,45,Other,Haiti,issue,15ddccc1-1a11-4b33-a9f9-aa2ea72c502f,Positive,
Facebook,f6a37dcf-febd-45bc-95e5-a2e1b504e535,Link,Military will set on course worry.,07/09/2021 13:47:24,813,384,165,5592,1458,93.42,46,Male,Ghana,process,,Positive,
Instagram,26e33a94-fb19-4b6c-9c4b-fddfaf4919fb,Video,Health also author nothing.,05/21/2022 22:02:49,764,88,119,8733,4928,19.7,41,Female,Japan,become,,,
Twitter,0985e8b9-d0d8-458a-aa5f-9c82f070c4e2,Video,Lawyer simple enough Democrat car company.,11/21/2021 03:21:50,227,475,26,2159,4292,16.96,27,Male,Hong Kong,paper,,Positive,
LinkedIn,4a3f5869-3ba7-4992-97ed-a04256b0d61c,Video,Ago television share difference back occur.,06/29/2022 05:54:26,464,194,99,9850,4714,16.06,50,Female,Turkmenistan,manager,77682566-1991-4b72-a281-8ff8a7994307,,
LinkedIn,3fe17163-506b-46f0-afa4-35412aaee7b1,Image,Couple reason describe fear herself per church.,12/02/2023 19:54:48,835,336,101,6140,3441,36.97,52,Other,Guinea-Bissau,business,,Negative,
LinkedIn,badc3789-223d-4197-97dd-ff5960945c0c,Image,Film play can each item allow couple exactly.,03/02/2024 02:37:10,49,14,95,9863,3659,4.32,48,Female,Korea,world,,,
Facebook,d15eb87e-cae9-444d-a8f0-b72dfc8cb7bc,Link,Until war amount.,03/26/2022 03:27:09,896,220,98,9807,1100,110.36,32,Male,Pitcairn Islands,including,,,
Twitter,903bb5e5-1521-4b25-96fe-369bb740ffa9,Video,Through head bar trial world.,01/26/2024 19:28:14,651,431,12,9917,3633,30.11,28,Female,United States Minor Outlying Islands,increase,,,
Twitter,99c6bd1e-4d1a-48b0-b2b1-dcedca69000a,Video,Certain return lose who member social.,01/18/2023 12:27:56,152,308,176,4911,3109,20.46,55,Female,Cameroon,leg,,Negative,
LinkedIn,857a9c2b-3771-471a-8e0b-24b00fa43503,Image,College pick city sell.,11/01/2023 07:51:24,485,260,42,9789,3499,22.49,47,Female,Maldives,country,d739691a-b552-42f1-8e12-11ca1e24e145,Positive,
Facebook,02402858-2134-406b-9267-455fafed57f5,Link,Beautiful media weight condition phone especially.,09/09/2023 00:47:56,92,104,51,5315,4229,5.84,24,Female,Andorra,not,,Positive,
Facebook,f00e3901-5944-43e3-a257-c97f5e563700,Link,Add visit wait your international feeling case.,09/25/2021 15:25:41,378,26,161,5918,2882,19.6,42,Male,United States Minor Outlying Islands,institution,490da230-1c03-41e3-bcd4-321eb0e64a9e,,
LinkedIn,bea0cb0f-e759-4c1b-b0e9-1b7e694cfe43,Link,Mention simple purpose.,10/18/2021 13:11:07,475,338,178,9966,901,109.99,29,Other,Djibouti,two,,,
LinkedIn,2b10f07d-9dae-4e80-afee-7c1876056cfa,Link,Call yes understand network.,10/12/2023 15:58:27,346,451,16,9528,3017,26.95,41,Male,Cuba,east,,,
LinkedIn,359ae60e-32f3-4a28-b73d-b17194f0b882,Image,Heart door exist.,12/22/2022 12:09:03,716,72,95,8462,2028,43.54,37,Male,Papua New Guinea,unit,,,
Instagram,6dc49088-1bf0-468a-82ae-7caad48bb0c6,Video,South stand growth child can.,05/08/2022 14:04:16,109,318,129,7462,936,59.4,59,Female,Uzbekistan,media,0f5bc052-7b30-49b2-aae2-b89f8bdecfaf,Positive,
Facebook,0d9c162d-ef68-4e49-b5ca-f7d032bcf17e,Video,Interest camera really page whatever make my understand.,12/07/2022 02:54:35,310,254,136,4775,2594,26.99,55,Male,Angola,usually,,,
Facebook,027dc95f-9344-4d48-a1fb-fac3ffb295e1,Image,Enough sister already place court federal.,08/11/2021 09:47:48,93,398,115,5771,3393,17.86,34,Male,Gambia,better,,Negative,
LinkedIn,6d38eeb1-cb7d-4f0d-b7af-2c657a1c7e79,Image,Easy skill up production evening upon travel.,12/05/2022 02:32:53,435,480,111,6413,3376,30.39,62,Female,Australia,know,,,
Twitter,74902fd4-4e60-4dc5-b381-4177f5507c17,Image,Attack nice manage.,03/18/2023 02:43:27,809,434,178,6329,3616,39.3,52,Other,Sudan,analysis,,Positive,
LinkedIn,fa65ba4e-9f08-4be8-a9e3-2119b5a78385,Video,Protect million industry example around purpose.,02/10/2024 12:45:50,976,326,27,7636,1800,73.83,54,Female,Armenia,mission,,Neutral,
Instagram,98efca0c-94eb-42b8-ab15-1a12dd907d8f,Link,Republican use participant certain expert should.,09/05/2021 13:54:33,728,482,183,2323,4855,28.69,48,Other,Egypt,environment,c2a7a8ab-e747-4f73-8b23-ff89abb5432a,,
Facebook,47b0c8df-8f62-48c4-83e7-77182b95b969,Image,Way happy dinner about success group indeed.,05/19/2021 08:55:38,900,403,71,9100,3960,34.7,55,Male,Chile,hand,6c7ae72a-f2bf-4cf2-84c0-0f6cfc336608,,
